source,title,authors,DOI,issue year,type,number of citations,link
scopus,A Deep Neural Network Algorithm for Linear-Quadratic Portfolio Optimization With MGARCH and Small Transaction Costs,Papanicolaou A.; Fu H.; Krishnamurthy P.; Khorrami F.,10.1109/ACCESS.2023.3245570,2023,Article,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149182551&doi=10.1109%2fACCESS.2023.3245570&partnerID=40&md5=41d2c5b3fa3a91761f8e3af46ebe5479
scopus,Optimization algorithms for multiple-asset portfolios with machine learning techniques: Theoretical foundations of optimum and coherent economic capital structures,Al Janabi M.A.M.,10.4324/9781003144410-7,2022,Book chapter,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138053087&doi=10.4324%2f9781003144410-7&partnerID=40&md5=c4dc67b3142e10fb87e630de5c7fd42b
scopus,EvoFolio: a portfolio optimization method based on multi-objective evolutionary algorithms,Guarino A.; Santoro D.; Grilli L.; Zaccagnino R.; Balbi M.,10.1007/s00521-024-09456-w,2024,Article,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185252431&doi=10.1007%2fs00521-024-09456-w&partnerID=40&md5=f97f46545b034943132b6182463210ae
scopus,Multi-objective genetic algorithm based on the fuzzy MULTIMOORA method for solving the cardinality constrained portfolio optimization,Deliktaş D.; Ustun O.,10.1007/s10489-022-04240-6,2023,Article,2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141168960&doi=10.1007%2fs10489-022-04240-6&partnerID=40&md5=0591cd73ccef8a939b0835f908914c12
scopus,Applying Random Forest Algorithm and Mean-Variance Model in Portfolio Optimization in the China Stock Market,Lin C.-C.; Tseng C.-H.; Ho S.-L.,10.1109/ECICE59523.2023.10382968,2023,Conference paper,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183936123&doi=10.1109%2fECICE59523.2023.10382968&partnerID=40&md5=98efd669dbb3b4c9ef99cf926ec37b01
scopus,Portfolio Re-Balancing and Optimization Using Directional Changes and Genetic Algorithms,Almeida R.J.; Basturk N.; Rodrigues P.,10.1109/CEC53210.2023.10254022,2023,Conference paper,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174493004&doi=10.1109%2fCEC53210.2023.10254022&partnerID=40&md5=805c1d7dc983ee2effa890b72df1718e
scopus,A multi-population evolutionary algorithm for multi-objective constrained portfolio optimization problem,Hemici M.; Zouache D.,10.1007/s10462-023-10604-2,2023,Article,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172688036&doi=10.1007%2fs10462-023-10604-2&partnerID=40&md5=6d23894181c0dcb83d80e31ec9f0e176
scopus,"Optimization of Regulatory Economic-Capital Structured Portfolios: Modeling Algorithms, Financial Data Analytics, and Reinforcement Machine Learning in Emerging Markets",Al Janabi M.A.M.,10.1007/978-3-030-83799-0_11,2022,Book chapter,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161445701&doi=10.1007%2f978-3-030-83799-0_11&partnerID=40&md5=2c0404994badc92196e1d2f6e20c683f
scopus,Swarm Intelligence Algorithms for Portfolio Optimization Problems: Overview and Recent Advances,Chen Y.; Zhao X.; Yuan J.,10.1155/2022/4241049,2022,Review,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134888716&doi=10.1155%2f2022%2f4241049&partnerID=40&md5=1cdc715ae541da379f9cec75e865abc8
scopus,Fast non-dominated sorting evolutionary algorithm II based on relative non-dominance matrix for portfolio optimization,Hu B.; Xiao H.; Yang N.; Wang L.; Jin H.,10.1002/cpe.6518,2022,Article,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112810033&doi=10.1002%2fcpe.6518&partnerID=40&md5=7d5303eaad22ae16ad76c0943d6f193a
scopus,Research on investment portfolio strategy based on intelligent optimization algorithm,Chen S.,10.1145/3571513.3571526,2022,Conference paper,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147027118&doi=10.1145%2f3571513.3571526&partnerID=40&md5=5fc547394cdbf69faa7394e5a8d1996c
scopus,Multi-period portfolio optimization: A parallel NSGA-III algorithm with real-world constraints,Qian Y.; Wang J.,10.1016/j.frl.2023.104868,2024,Article,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180106221&doi=10.1016%2fj.frl.2023.104868&partnerID=40&md5=284096df260022dfc087e32ecddd829f
scopus,Research on Power Grid Investment Portfolio Optimization Method Based on Deep Deterministic Policy Gradient Algorithm,Zhao L.; Wu J.; Sha Y.; Song Z.; Liu S.; Yu Q.,10.1145/3584376.3584600,2022,Conference paper,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85157963836&doi=10.1145%2f3584376.3584600&partnerID=40&md5=9789ebc6d152be30608b390eff314ade
scopus,Optimization algorithms for multiple-asset portfolios with machine learning techniques: Practical applications with forecasting of optimum and coherent economic capital structures,Al Janabi M.A.M.,10.4324/9781003144410-12,2022,Book chapter,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138108772&doi=10.4324%2f9781003144410-12&partnerID=40&md5=31fa555cc24b4c563b4b2cac93619701
scopus,An Algorithm for Business Management Based on Portfolio Optimization,Stoilov T.; Stoilova K.,10.3390/math10224262,2022,Article,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142520584&doi=10.3390%2fmath10224262&partnerID=40&md5=9c36938319f6f1fb14504cd5b38ff324
scopus,Penalty ADM Algorithm for Cardinality Constrained Mean-Absolute Deviation Portfolio Optimization,Almaadeed T.A.; Khodamoradi T.; Salahi M.; Hamdi A.,10.19139/soic-2310-5070-1312,2022,Article,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133401070&doi=10.19139%2fsoic-2310-5070-1312&partnerID=40&md5=cfa83bdbf0b8351a8458fadec3783fc2
scopus,An improved probability-based discrete particle swarm optimization algorithm for solving the product portfolio planning problem,Liu X.; Li A.-D.,10.1007/s00500-023-08530-0,2024,Article,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160847782&doi=10.1007%2fs00500-023-08530-0&partnerID=40&md5=eb2c4e3c212afae512690057de093e5a
scopus,Pairs Trading Strategy Optimization Using Proximal Policy Optimization Algorithms,Chen Y.-F.; Shih W.-Y.; Lai H.-C.; Chang H.-C.; Huang J.-L.,10.1109/BigComp57234.2023.00015,2023,Conference paper,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151567982&doi=10.1109%2fBigComp57234.2023.00015&partnerID=40&md5=94a9f779071335b7bbc1d91d2125e53b
scopus,Portfolio Optimization Based on Principal Component Analysis and Second-Order Surrogate-Assisted Memetic Differential Evolution Algorithm,Han N.; Chen Y.; Zhao X.; Han M.,10.1109/DOCS60977.2023.10294769,2023,Conference paper,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177868041&doi=10.1109%2fDOCS60977.2023.10294769&partnerID=40&md5=5014418f0f14e111fb496c6b3018abe3
scopus,Credit portfolio optimization: A multi-objective genetic algorithm approach,Wang Z.; Zhang X.; Zhang Z.; Sheng D.,10.1016/j.bir.2021.01.004,2022,Article,10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100671620&doi=10.1016%2fj.bir.2021.01.004&partnerID=40&md5=3e41771aae2cc31faefe43d885a8e74b
scopus,Optimization Model and Algorithm of Securities Investment Portfolio Based on Support Vector Machine,Gong L.,10.1109/NetCIT57419.2022.00052,2022,Conference paper,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152468864&doi=10.1109%2fNetCIT57419.2022.00052&partnerID=40&md5=1c3e33436f6c9ad75c4a584dc2aeca9d
scopus,Constrained optimization algorithms for the computation of investable portfolios analytics: evaluation of economic-capital parameters for performance measurement and improvement,Al Janabi M.A.M.,10.1108/SEF-01-2020-0026,2023,Article,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126048491&doi=10.1108%2fSEF-01-2020-0026&partnerID=40&md5=8a2c7682580254b47ba1e11d0ae30a6f
scopus,GRASP/Δ: An efficient algorithm for the multi-objective portfolio optimization problem,Estrada-Padilla A.; Gómez-Santillán C.; Joaquín Fraire-Huacuja H.; Cruz-Reyes L.; Rangel-Valdez N.; Lucila Morales-Rodríguez M.; José Puga-Soberanes H.,10.1016/j.eswa.2022.118647,2023,Article,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136663312&doi=10.1016%2fj.eswa.2022.118647&partnerID=40&md5=06f03a005e0c4e632d9f3a0a33c5b6d8
scopus,Enhancing an existing algorithm for small-cardinality constrained portfolio optimisation,Phelps N.; Metzler A.,10.1080/01605682.2023.2224823,2023,Article,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162637335&doi=10.1080%2f01605682.2023.2224823&partnerID=40&md5=a9ef4aac5bc7ea3be8cb592679ed0958
scopus,A Fast Successive QP Algorithm for General Mean-Variance Portfolio Optimization,Xiu S.; Wang X.; Palomar D.P.,10.1109/TSP.2023.3295180,2023,Article,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165245166&doi=10.1109%2fTSP.2023.3295180&partnerID=40&md5=79f19e192d080f216f4ba9d41f73c9e4
scopus,A rapidly converging artificial bee colony algorithm for portfolio optimization,Cura T.,10.1016/j.knosys.2021.107505,2021,Article,21,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116073396&doi=10.1016%2fj.knosys.2021.107505&partnerID=40&md5=0657701019987a1a521775fa34a73c34
scopus,Parallel Programming for Portfolio Optimization: A Robo-Advisor Prototype using Genetic Algorithms with Recurrent Neural Networks,Muganda B.W.; Kasamani B.S.,10.1109/ICCNS58795.2023.10193396,2023,Conference paper,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168369376&doi=10.1109%2fICCNS58795.2023.10193396&partnerID=40&md5=5934d77d7fd395796a8c1fd3aee63507
scopus,An Overall Characterization of the Project Portfolio Optimization Problem and an Approach Based on Evolutionary Algorithms to Address It,Fernández E.; Solares E.; Coello Coello C.A.; De-León-Gómez V.,10.1007/978-3-030-88315-7_4,2022,Book chapter,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119330670&doi=10.1007%2f978-3-030-88315-7_4&partnerID=40&md5=3afeb27ec0d559b946141ca1a7613a4a
scopus,Solving Constrained Mean-Variance Portfolio Optimization Problems Using Spiral Optimization Algorithm,Febrianti W.; Sidarto K.A.; Sumarti N.,10.3390/ijfs11010001,2023,Article,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151084669&doi=10.3390%2fijfs11010001&partnerID=40&md5=2b8009fa81a49ce93ce5319137f68014
scopus,A simheuristic algorithm for the portfolio optimization problem with random returns and noisy covariances,Kizys R.; Doering J.; Juan A.A.; Polat O.; Calvet L.; Panadero J.,10.1016/j.cor.2021.105631,2022,Article,11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120438254&doi=10.1016%2fj.cor.2021.105631&partnerID=40&md5=9ce4cdaccfecb5e0840a5d3f635f2dad
scopus,Time and finance optimization model for multiple construction projects using genetic algorithm,Hasan M.F.; Mohammed S.R.,10.1515/jmbm-2022-0032,2022,Article,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131790999&doi=10.1515%2fjmbm-2022-0032&partnerID=40&md5=c528999557732ba614cea7b3761045f3
scopus,A knowledge-based constructive estimation of distribution algorithm for bi-objective portfolio optimization with cardinality constraints[Formula presented],Zhang Z.-X.; Chen W.-N.; Hu X.-M.,10.1016/j.asoc.2023.110652,2023,Article,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167776514&doi=10.1016%2fj.asoc.2023.110652&partnerID=40&md5=fce325ee45b71bb07d8d35ab028045af
scopus,Combining Simulation and Machine Learning for the Optimization of Powder Handling Processes with Altair Portfolio of Tools,Veikle E.; Pantaleev S.,,2022,Conference paper,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179607477&partnerID=40&md5=ea28e985d91bba3c76f91d4e65c9211a
scopus,l0-norm based Short-term Sparse Portfolio Optimization Algorithm Based on Alternating Direction Method of Multipliers,Wang H.; Zhang W.; He Y.; Cao W.,10.1016/j.sigpro.2023.108957,2023,Article,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150345422&doi=10.1016%2fj.sigpro.2023.108957&partnerID=40&md5=e3568a2e14a27957e1e5472d5b02320e
scopus,Mean-Maximum Drawdown Optimization of Buy-and-Hold Portfolios Using a Multi-objective Evolutionary Algorithm,Drenovak M.; Ranković V.; Urošević B.; Jelic R.,10.1016/j.frl.2021.102328,2022,Article,10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113179655&doi=10.1016%2fj.frl.2021.102328&partnerID=40&md5=ef3e6792c16e16191c02b01e2be3d11f
scopus,Portfolio optimization through hybrid deep learning and genetic algorithms vine Copula-GARCH-EVT-CVaR model,Bedoui R.; Benkraiem R.; Guesmi K.; Kedidi I.,10.1016/j.techfore.2023.122887,2023,Article,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174735256&doi=10.1016%2fj.techfore.2023.122887&partnerID=40&md5=f16674ed48a146d5269522b54620ff2d
scopus,Mean-variance-skewness portfolio optimization under uncertain environment using improved genetic algorithm,Mittal S.K.; Srivastava N.,10.1007/s10462-021-09966-2,2021,Article,15,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100839659&doi=10.1007%2fs10462-021-09966-2&partnerID=40&md5=495c6375f28a56d1da144f8734226484
scopus,A mapping-based constraint-handling technique for evolutionary algorithms with its applications to portfolio optimization problems,Tagawa K.; Orito Y.,10.1080/18824889.2022.2040268,2022,Article,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85156150510&doi=10.1080%2f18824889.2022.2040268&partnerID=40&md5=ee85b9a3e594698e10db474169bd7ac4
scopus,Prediction based mean-value-at-risk portfolio optimization using machine learning regression algorithms for multi-national stock markets,Behera J.; Pasayat A.K.; Behera H.; Kumar P.,10.1016/j.engappai.2023.105843,2023,Article,12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146874760&doi=10.1016%2fj.engappai.2023.105843&partnerID=40&md5=e8423bbf13dd9d74c3338d3b07bdd60a
scopus,Uncertain random portfolio optimization with non-dominated sorting genetic algorithm-II and optimal solution criterion,Li X.; Li B.; Jin T.; Zheng P.,10.1007/s10462-022-10388-x,2023,Article,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145730404&doi=10.1007%2fs10462-022-10388-x&partnerID=40&md5=c9696b12c1498175437a9189a3d6bbc8
scopus,Research on Optimization Algorithm of Digital Supply Chain Finance in Science and Technology Enterprises,Ren X.; Wang X.,10.1007/978-981-16-5854-9_32,2022,Conference paper,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116259440&doi=10.1007%2f978-981-16-5854-9_32&partnerID=40&md5=d0b5d078a0ceec352765d9a135f83cf4
scopus,The Visualization Tool for Portfolio Optimization Based on Quantum-inspired Metaheuristic Algorithms,Huang L.-E.; Hsu K.-N.; Kuo S.-Y.; Chou Y.-H.; Yang C.-C.; Tsai Y.-T.; Lo S.-T.; Tang J.-H.,10.1109/SMC53654.2022.9945422,2022,Conference paper,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142741740&doi=10.1109%2fSMC53654.2022.9945422&partnerID=40&md5=068a64f2fb585a719da6b52a4e656eb8
scopus,An optimal choice Dai-Liao conjugate gradient algorithm for unconstrained optimization and portfolio selection,Sabi’u J.; Sulaiman I.M.; Kaelo P.; Malik M.; Kamaruddin S.A.,10.3934/math.2024034,2024,Article,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178469028&doi=10.3934%2fmath.2024034&partnerID=40&md5=8e208fca42b002b48cde3c0cf1ab0be6
scopus,Optimization of Trading Strategies Using a Genetic Algorithm Under the Directional Changes Paradigm with Multiple Thresholds,Salman O.; Melissourgos T.; Kampouridis M.,10.1109/CEC53210.2023.10254029,2023,Conference paper,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174122192&doi=10.1109%2fCEC53210.2023.10254029&partnerID=40&md5=903d2c3a00f0818956672b2fb436c887
scopus,Maximum Entropy Bi-Objective Model and its Evolutionary Algorithm for Portfolio Optimization,Liu C.-A.; Lei Q.; Jia H.,10.1142/S0217595922500142,2022,Article,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129055420&doi=10.1142%2fS0217595922500142&partnerID=40&md5=3f500fe53244d517aebc1342da3f8c91
scopus,Cardinality constrained portfolio optimization with a hybrid scheme combining a Genetic Algorithm and Sonar Inspired Optimization,Konstantinou C.; Tzanetos A.; Dounias G.,10.1007/s12351-020-00614-1,2022,Article,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096447157&doi=10.1007%2fs12351-020-00614-1&partnerID=40&md5=e9c159e646ecf048c98d014e0c850c48
scopus,Application of Genetic Optimization Algorithm in Financial Portfolio Problem,Li H.; Shi N.,10.1155/2022/5246309,2022,Article,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134891927&doi=10.1155%2f2022%2f5246309&partnerID=40&md5=731e703fd82cc278bb06d99cb0b0fa84
scopus,Utilizing dependence among variables in evolutionary algorithms for mixed-integer programming: A case study on multi-objective constrained portfolio optimization,Chen Y.; Zhou A.; Das S.,10.1016/j.swevo.2021.100928,2021,Article,19,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108963811&doi=10.1016%2fj.swevo.2021.100928&partnerID=40&md5=b4a19957ae3fcba000e6c0d775241d8d
scopus,An Overview of New Generation Bio-Inspired Algorithms for Portfolio Optimization,Arslan H.; Uğurlu O.; Eliiyi D.T.,10.1007/978-981-16-8997-0_12,2022,Book chapter,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130834357&doi=10.1007%2f978-981-16-8997-0_12&partnerID=40&md5=c88af8d983553d6d83846d11d1ca0714
scopus,Epoch-Based Application of Problem-Aware Operators in a Multiobjective Memetic Algorithm for Portfolio Optimization,Colomine Durán F.; Cotta C.; Fernández-Leiva A.J.,10.1007/978-3-031-30229-9_14,2023,Conference paper,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159404872&doi=10.1007%2f978-3-031-30229-9_14&partnerID=40&md5=2a2361a0d9a7b20ebafbd6f3fabd7e25
scopus,Iϵ+LGEA A Learning-Guided Evolutionary Algorithm Based on Iϵ+Indicator for Portfolio Optimization,Wang F.; Huang Z.; Wang S.,10.23919/CSMS.2023.0012,2023,Article,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167708089&doi=10.23919%2fCSMS.2023.0012&partnerID=40&md5=fd4c966f7691ef6a6ac00354c77f93e9
scopus,Portfolio Optimisation Using Ulimisana Optimisation Algorithm,Maumela T.; Nelwamondo F.; Marwala T.,10.1109/CoDIT55151.2022.9803923,2022,Conference paper,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134345358&doi=10.1109%2fCoDIT55151.2022.9803923&partnerID=40&md5=119c9f98939d67a0e19c888f720149d6
scopus,Cardinality Constrained Portfolio Selection Strategy Based on Hybrid Metaheuristic Optimization Algorithm,Ahmad F.; Hasan F.; Shahid M.; Chauhan J.; Imran M.,10.1007/978-981-19-6631-6_59,2023,Book chapter,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153101484&doi=10.1007%2f978-981-19-6631-6_59&partnerID=40&md5=b2803b776c7eaedf933fe9958b62e950
scopus,An enhanced distributed differential evolution algorithm for portfolio optimization problems,Song Y.; Zhao G.; Zhang B.; Chen H.; Deng W.; Deng W.,10.1016/j.engappai.2023.106004,2023,Article,27,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149047052&doi=10.1016%2fj.engappai.2023.106004&partnerID=40&md5=50d38b71b5e66c514a97553ce5fbe285
scopus,A penalty decomposition algorithm for the extended mean-variance-CVaR portfolio optimization problem,Hamdi A.; Khodamoradi T.; Salahi M.,10.1142/S1793830923500210,2024,Article,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153933639&doi=10.1142%2fS1793830923500210&partnerID=40&md5=2f627a826886542800c54858ebe187e5
